10000 3333
6543 1171 1.3297414394707
707 6543 5.81579621762895
8365 707 5.32503542313126
8876 8365 1.98569578564115
3333 8876 2.20162931142358
8396 3333 2.39669494942998
8236 8396 3.92389538749374
6014 8236 6.66384028059365
3403 6014 4.75139312757324
3653 3403 4.10217097030166
7263 3653 4.04193308721918
3174 7263 7.62244440922711
1335 3174 0.0594661709790856
7549 1335 0.174008594461519
79 7549 4.11576681041343
9352 79 0.435940309487641
7278 9352 8.5279013415219
130 7278 2.2632397151801
9404 130 3.98853177154539
9418 9404 9.02683762701098
9442 9418 6.13452828185377
3061 9442 6.13388446115689
6050 3061 4.75372935318067
7873 6050 3.89895273503594
855 7873 5.36382444682932
4456 855 6.80935123094795
5458 4456 3.28631885564963
5830 5458 1.87192159994776
2839 5830 7.05870177657477
5090 2839 7.95892042185155
35 5090 6.59685497730639
7163 35 4.23258467135764
8849 7163 3.23623875835086
4288 8849 0.198689294658116
4140 4288 3.22455237303476
1405 4140 3.62703530062458
8815 1405 3.77171578736597
664 8815 8.4208085406706
6462 664 5.02773676365766
5596 6462 9.98782631672594
5928 5596 1.77913986169575
7562 5928 5.26679424240168
2767 7562 2.93522019390597
4577 2767 2.3240325133828
4931 4577 3.50277277146535
5582 4931 6.42515204435394
500 5582 4.48971616160325
9427 500 6.2975699263465
3415 9427 8.58300506745071
4893 3415 3.56050347528932
5564 4893 9.34448846572256
6708 5564 7.16737590475258
5357 6708 5.6712462192549
8161 5357 2.37085748839402
755 8161 1.26700574597155
6959 755 3.90375710544827
9184 6959 6.54232949821608
873 9184 6.52162341074526
4799 873 1.65845181156218
9514 4799 3.05841566419996
1049 9514 9.08925824520299
9593 1049 3.01941461848596
708 9593 0.115519981821173
2114 708 0.321366922686757
7648 2114 5.88394830845449
274 7648 0.965645379113731
2247 274 2.14099778629762
8004 2247 3.60416521518641
1918 8004 0.348949561619243
8108 1918 3.56937642729033
7730 8108 2.75222649702389
278 7730 3.95955734385989
9278 278 7.00895753715191
7618 9278 2.80081796557791
1054 7618 7.44159809058605
3057 1054 9.68088649654089
1661 3057 5.77725433522193
6692 1661 7.13135190650828
921 6692 8.71083036266018
1762 921 4.52027248593634
1543 1762 2.78104609329137
1090 1543 5.43288829739137
516 1090 7.23083904267074
235 516 3.12279731414446
8418 235 1.84099242651786
6572 8418 4.29882399426926
1593 6572 1.57160388122723
728 1593 5.49462819139631
5697 728 1.39405137413906
4278 5697 1.80082477642198
8833 4278 9.4015038079954
3913 8833 7.60621326292732
6923 3913 1.38509151199475
1199 6923 8.01010521783123
2674 1199 6.07317438265941
9942 2674 7.07738842288489
6330 9942 3.45155101634294
1710 6330 1.48883375700844
1354 1710 3.59301888663087
8363 1354 1.2994367191784
304 8363 5.5867515891261
7961 304 1.39674353159332
5816 7961 4.11408252816134
4196 5816 0.319844978177848
3089 4196 9.3913032798439
6670 3089 6.85998266912915
4376 6670 7.29707735851438
9856 4376 8.34870540316739
2204 9856 4.0083643641886
7342 2204 8.81369085042106
7509 7342 0.151923621853349
7754 7509 5.84141302545998
6485 7754 5.8873485645994
2261 6485 4.65674208688366
7021 2261 1.30225138650136
6411 7021 8.77051301207938
2379 6411 7.63200002289199
1763 2379 2.74654677828405
7978 1763 9.0078844302295
3677 7978 2.9202549589159
2207 3677 2.36258456011956
9202 2207 2.01375924228667
6229 9202 3.73540647722965
4285 6229 8.82061442326187
1452 4285 2.25827388382147
8828 1452 1.79119003220617
9166 8828 1.58448800942811
5368 9166 7.28324507463338
844 5368 1.24462752781586
6330 844 8.32817548437443
2416 6330 4.45772999979628
2791 2416 6.41002796778434
2964 2791 2.15240543469253
6200 2964 7.40111006152826
577 6200 6.50435904031472
3205 577 8.41558756681916
2445 3205 8.09777221616219
2281 2445 6.93280018362369
5831 2281 4.0731864622467
1575 5831 8.63834727431037
3414 1575 6.32028225141841
7835 3414 9.59775136248336
4273 7835 8.17782217137765
1599 4273 9.71040034432729
7816 1599 0.263862908668564
9337 7816 3.01745358168315
6148 9337 4.30721204587659
6923 6148 1.01467518328217
3424 6923 2.29734129998992
3801 3424 4.33918298808432
2827 3801 4.30714586943598
4331 2827 7.27857716749991
980 4331 5.1448881046672
2899 980 6.74379108641741
336 2899 9.01346089734606
6217 336 0.436492231417667
5713 6217 4.83308012116783
8409 5713 7.7424057533241
6495 8409 8.33524427816005
8529 6495 5.73924060532061
9704 8529 1.76011133291116
2577 9704 2.99892151226341
6346 2577 7.56641567860644
2143 6346 6.49677220652006
8039 2143 9.3540103979878
3881 8039 4.85460963568837
8424 3881 4.84664958440451
127 8424 1.81109831288023
3515 127 1.71055059798551
3371 3515 1.73313176589939
2653 3371 4.89767487463954
741 2653 8.1896572725999
1766 741 2.5878664060777
9281 1766 3.16869387098077
9166 9281 8.42856739235376
6159 9166 9.02501512915517
1118 6159 8.18361895953092
7911 1118 5.32703047722631
6192 7911 4.9337293590094
9903 6192 5.58500516530966
9231 9903 5.23188084678754
6940 9231 3.57836224446057
4293 6940 8.99982760548003
1743 4293 9.37811349509825
1623 1743 4.13073874427983
3245 1623 1.9334230756618
3722 3245 6.69304071722653
7435 3722 8.54212095769082
5566 7435 4.04794056313182
1095 5566 3.96810607729289
1404 1095 9.11554331631383
2104 1404 0.249714692041998
6502 2104 3.25074189090504
8137 6502 6.23923081174663
4177 8137 4.80023382792471
254 4177 7.03298589623341
3141 254 3.26743463854445
5975 3141 3.13338740831139
5309 5975 1.25529020402698
2491 5309 7.39943340041446
1691 2491 9.91186892768088
9371 1691 1.59276622406363
2007 9371 8.6752162018502
8854 2007 0.145295807248083
9303 8854 7.68860737844609
3055 9303 5.22633487109342
2687 3055 5.60261893982815
1331 2687 7.36773807876755
1745 1331 6.64517908295682
8014 1745 9.94167755146915
4090 8014 7.15503657866353
3621 4090 3.33562157355072
553 3621 2.34922867462405
9706 553 7.4222647663478
9994 9706 1.32371310017081
4481 9994 5.09928966311787
468 4481 0.342184028443633
9138 468 8.52687459063699
5220 9138 7.80629528155377
2108 5220 6.00300418145945
8849 2108 6.1573942524247
3976 8849 6.00233982961495
923 3976 6.85300508777377
927 923 5.10937108659999
4916 927 0.789517755311984
957 4916 4.77774849891485
9729 957 2.68591882966522
8869 9729 3.95329683810427
8179 8869 9.36326830075831
2712 8179 8.54767819427959
2195 2712 7.19356256045419
2780 2195 7.01372011943231
2215 2780 7.6734550831036
1872 2215 3.35399804249331
9274 1872 4.80811130833676
1952 9274 3.82456665904908
2084 1952 7.25458098491647
2763 2084 2.44022504989598
8983 2763 8.74005786777307
4917 8983 8.74207802919539
1078 4917 4.68709130145488
6391 1078 1.77937478988721
9337 6391 2.07529499715353
2656 9337 9.04386842622625
5284 2656 4.95869334220192
7488 5284 2.36569949582556
3736 7488 4.63213299549327
2128 3736 3.25576656142271
2455 2128 1.87299544463304
3400 2455 3.61265975072964
9461 3400 7.93085275581124
7655 9461 9.38570291618372
5079 7655 0.734042060371003
3291 5079 2.01392909018718
4721 3291 6.14597251785003
4111 4721 7.08960574050405
6221 4111 9.83414969888475
2773 6221 0.601183959878391
4775 2773 0.491484667792896
5076 4775 8.70247229864457
677 5076 7.6337766388885
3412 677 7.6718845941198
3043 3412 8.13189705763396
1175 3043 1.53848499090127
3322 1175 1.94598744259725
8778 3322 7.76220550683487
8849 8778 4.41699144185808
8662 8849 7.89724510537905
1131 8662 5.92440143299502
8706 1131 3.90472741135763
9458 8706 9.00578975408653
5994 9458 9.80890007867668
5286 5994 3.20234241927199
1276 5286 7.83745551047556
403 1276 2.27529707134469
6587 403 2.70914326938918
5035 6587 1.14223508058689
7625 5035 4.02018222311792
4749 7625 8.30216823860813
9273 4749 5.95576837333379
5518 9273 6.82812154331078
8179 5518 4.06616553909597
8921 8179 4.6605232512832
4050 8921 8.38166373440583
7646 4050 5.17049981190855
140 7646 0.511547318301062
9960 140 7.29671461827852
9662 9960 3.92483492997069
9296 9662 2.29151383861439
5137 9296 2.72188897576708
6708 5137 0.82192805332344
1237 6708 5.78424713469825
3599 1237 0.219853142057396
2827 3599 3.17465511900334
5281 2827 0.706075967189896
796 5281 7.52098189174585
1868 796 0.848548009993699
952 1868 9.35842882900427
7425 952 4.06152135847382
760 7425 6.05740604519621
5877 760 8.09517444630121
4838 5877 5.09409540134211
8872 4838 9.97274782559234
781 8872 4.62275371265644
6587 781 7.25281114739335
9669 6587 5.2101844887488
3644 9669 8.65816954765311
1168 3644 3.35172530192448
4203 1168 9.63141891820801
6990 4203 9.19401371159349
9410 6990 1.14285320685187
2005 9410 1.46341070062913
7473 2005 8.76314106292785
2843 7473 2.69222992766171
8461 2843 7.5760019500547
5633 8461 7.73104689274998
8512 5633 1.68135141058844
8699 8512 0.548797477642573
8649 8699 2.84462961222093
1603 8649 5.29882338092346
3138 1603 5.08210476073021
7940 3138 1.44543584773029
8706 7940 2.71493154932333
7419 8706 2.8101519184413
5670 7419 1.53797265925068
9978 5670 2.1489623157461
2791 9978 2.3754365534214
5450 2791 6.2825201798476
1470 5450 5.35807553961309
1371 1470 8.87194827218703
9790 1371 1.9611024475444
6225 9790 5.19725212404079
112 6225 1.17445038956777
8234 112 4.31755103260766
3946 8234 0.4050960830401
1009 3946 1.86820092878673
7007 1009 0.88372122854242
7110 7007 1.60633608274107
4726 7110 9.79507658704566
2012 4726 5.31160350054915
1547 2012 6.18436780585757
2086 1547 0.47235782276541
5473 2086 7.3033788327368
6910 5473 9.5600286885438
5395 6910 4.62371605492354
4387 5395 6.86772000212212
2368 4387 0.715572230011539
5414 2368 1.64655445692244
5407 5414 6.80510196357506
6933 5407 4.42929016129224
7497 6933 6.59944805926475
9592 7497 6.33101239399291
1867 9592 1.20448864569983
438 1867 5.13819552193691
2398 438 7.23656669590984
6328 2398 3.04834106238172
4200 6328 0.907144524317296
9493 4200 6.94218089180847
1383 9493 3.58107419830365
9874 1383 5.52979281904509
3138 9874 3.49881866126385
6774 3138 8.11286227583818
7113 6774 6.71557585673103
4797 7113 6.08094185903507
432 4797 1.33217739364074
1050 432 1.67436300980707
4464 1050 9.54143242610517
4790 4464 4.59614436192663
4641 4790 4.43809456218094
9952 4641 8.36677235800604
2533 9952 3.77092289004
774 2533 7.0473047448122
4257 774 2.46271574169118
1626 4257 3.29731964129135
8798 1626 4.68129572895098
2561 8798 9.40550515076989
7511 2561 5.18504500872542
331 7511 9.68411008694201
3893 331 7.54580878984033
1877 3893 0.737258426711485
1528 1877 3.40613090664608
9804 1528 2.9117217167251
265 9804 5.17443598042323
1039 265 3.56284796951666
2241 1039 3.29975639322914
4779 2241 9.49491571457539
3031 4779 5.576997135251
738 3031 0.472420944359548
404 738 7.67586568096949
5443 404 8.48616584029539
6775 5443 2.40404552648759
2478 6775 3.46620450413393
8409 2478 7.03178900524268
1811 8409 7.36466558068226
7740 1811 8.5259256169957
6035 7740 6.51841776388334
7184 6035 1.75265448047941
4987 7184 0.508924854487667
6879 4987 4.8779917783887
9986 6879 2.46015540914225
2409 9986 4.37120432950895
142 2409 5.98202121261689
5590 142 2.53005682170457
3831 5590 2.4347219420947
4529 3831 7.4085608962277
1624 4529 5.5480235999735
2580 1624 5.83071731335824
3516 2580 9.89959869445652
7579 3516 7.99131597674933
4121 7579 3.5900598703557
7296 4121 8.43228077402845
8293 7296 1.43242886098744
7735 8293 5.17664512919243
4993 7735 2.91495237081076
2624 4993 2.01959798313542
5726 2624 3.44410893253933
3660 5726 9.7159767472623
2024 3660 9.30629903685368
7135 2024 9.64618173656564
3422 7135 7.31027803254687
7225 3422 8.84907380778277
7683 7225 2.12733056495633
5071 7683 1.72357153029996
590 5071 5.40319978586677
4985 590 0.644214327334574
5696 4985 5.27682735371339
480 5696 2.91498176760118
9870 480 7.03923447387194
7914 9870 3.38648468815638
8254 7914 1.36583303009129
416 8254 2.45184921241762
82 416 6.45280235470675
9322 82 5.56502811846475
2491 9322 2.10985450216636
974 2491 8.72197353665857
3462 974 4.56594215260974
8634 3462 1.12141873734931
2986 8634 9.6206916047586
9076 2986 1.37052293399822
6810 9076 2.54327184520985
1777 6810 2.7951596993994
3026 1777 6.53399252936705
2385 3026 0.61025489786406
4520 2385 7.90536200270264
7249 4520 3.63863209921835
1102 7249 7.72308435481332
9503 1102 3.95488038626613
2928 9503 3.31923505781258
682 2928 3.07264942098175
680 682 2.72658111999927
2687 680 5.16957772112338
9589 2687 4.09290701044778
9656 9589 9.21510044319593
689 9656 5.95672500518528
5738 689 8.87524069474328
8200 5738 2.87159119595326
4864 8200 3.6389916338128
1356 4864 1.25736931319519
401 1356 6.94812348111103
9666 401 9.06638687086922
3317 9666 8.2025281958575
5030 3317 8.44496506695432
5674 5030 9.62412307464465
2547 5674 6.14197849510031
4234 2547 6.14270104872492
4454 4234 2.09286616476671
5732 4454 5.04701810407202
1535 5732 2.04807471440244
8494 1535 1.23517515530143
1591 8494 7.00872115973791
3836 1591 5.89256099408633
948 3836 6.80001917209307
8084 948 9.49710273006804
8544 8084 0.606672854749455
1559 8544 0.655398572436106
1315 1559 6.49720840389147
2848 1315 7.64581298834134
8377 2848 9.69054002939142
4947 8377 0.203374345105978
1030 4947 4.91365519479512
8026 1030 1.32515822180824
7717 8026 8.0411087402592
1784 7717 7.2838437872446
1809 1784 2.20323890189842
7565 1809 3.97262411051106
4893 7565 1.64011376102078
7088 4893 7.80921212249584
6204 7088 5.23288737206013
4978 6204 4.12414030643891
7084 4978 0.365443853660814
7115 7084 7.95398218838958
7772 7115 5.59013820832558
5679 7772 4.93985544888194
7426 5679 8.55655768730767
5730 7426 0.363178110448281
9711 5730 9.40723026401013
2110 9711 4.78296889670435
8399 2110 1.97605034604972
798 8399 6.10208863266568
5682 798 7.80207936834994
5751 5682 1.79503958769278
884 5751 5.38276349214723
2427 884 6.36985207701375
7404 2427 7.95719541262638
8167 7404 8.58502056013595
9297 8167 3.18378537604584
9345 9297 9.45448302963431
7136 9345 2.64080105067034
6565 7136 5.3855957967922
1914 6565 5.44714000959825
4466 1914 3.92451897637134
9646 4466 0.32011539265266
8089 9646 1.32922417640078
2099 8089 2.93391794390001
5800 2099 8.63254323530047
7449 5800 8.92496919606696
1013 7449 3.85762344289351
526 1013 7.74805421814587
4254 526 3.74841865891174
5149 4254 3.79062118281109
326 5149 5.70225522746274
683 326 0.70391217091295
5576 683 4.74514470360194
3584 5576 4.34184823627344
9830 3584 7.35970028364211
9953 9830 2.57628493027678
9743 9953 3.02782858913279
2128 9743 4.67608535733046
2778 2128 0.534641220556189
6391 2778 4.02437952416673
7406 6391 2.72633939571111
7987 7406 0.361594383161439
8342 7987 4.63449814449536
6965 8342 8.17080167736687
9668 6965 3.06479207134746
4609 9668 7.48734359778705
1765 4609 4.0735907439721
6436 1765 0.568512486568657
4443 6436 9.67608644714918
7452 4443 0.28448348823769
1886 7452 8.88102847841498
7374 1886 3.60318128988151
9894 7374 6.24730448320438
4241 9894 0.485007025257964
949 4241 4.90535865565665
806 949 6.25531217220779
3059 806 9.96184709271294
8602 3059 4.99138597245359
8078 8602 2.77033030837192
3950 8078 5.58597467288816
9670 3950 0.346770017020823
476 9670 8.40167785278691
9608 476 6.65995990462239
6126 9608 3.31192238702382
9366 6126 1.33885634921402
4096 9366 3.46780132632727
6587 4096 4.99741305266372
6477 6587 9.40033627688162
9059 6477 0.650541428928229
4453 9059 5.66038085816256
2194 4453 5.13104448517186
7461 2194 4.74038263478857
6009 7461 8.84688395603067
6162 6009 7.67176468037814
9568 6162 3.25226673304446
6171 9568 6.63822876392171
1351 6171 2.93735529583021
4449 1351 5.90952317700935
3575 4449 8.94374602393373
1539 3575 4.13411256839989
4265 1539 5.741297073472
6549 4265 3.81593794587399
8447 6549 0.992752065667055
9198 8447 4.95451536908345
6738 9198 2.80347528017305
3248 6738 6.19469491619082
6879 3248 7.40331649971143
7364 6879 2.28944038648816
8998 7364 3.21623723895474
4521 8998 4.63419802589055
5181 4521 7.90218293483822
6502 5181 7.52425245721977
6047 6502 9.34735590252874
264 6047 6.58762308752539
3363 264 1.65735959614427
2695 3363 4.55748767533517
6488 2695 3.17772408099248
6962 6488 9.70303459668354
8702 6962 6.41441374958578
9689 8702 2.40049477503671
5811 9689 3.72063932199044
3800 5811 8.59259136181475
6203 3800 7.80447518718109
7381 6203 5.38172319610563
7693 7381 0.824498290997475
7232 7693 3.38806995937329
9671 7232 9.18924418303863
5170 9671 4.46792589848112
8477 5170 5.55329762438053
1259 8477 8.1506381431846
2634 1259 3.0821274553664
7011 2634 8.96649811739106
1977 7011 6.29441635289485
1837 1977 2.48601346194175
9229 1837 4.92095379461905
1315 9229 5.18762637544082
4035 1315 2.76073311827108
7685 4035 1.56184546373805
1357 7685 8.76654914293898
2865 1357 7.52187519306627
8831 2865 7.13420953054939
6548 8831 8.13236299154209
9900 6548 2.3627790350476
5827 9900 7.82829206375734
1854 5827 2.74064913881691
5477 1854 5.14603119852136
4600 5477 5.91749443574304
6643 4600 1.0300643854583
7654 6643 5.8504196130048
6048 7654 9.04516603712079
9312 6048 4.95014513416056
3063 9312 8.37921516455108
4024 3063 5.46750385940104
623 4024 1.96215710080235
6790 623 2.60065297995187
946 6790 4.97877743382784
8096 946 9.29932391753542
3715 8096 5.67515282235217
9901 3715 0.905465371539727
3544 9901 4.84034045085902
3978 3544 1.49235961109273
3314 3978 1.40676515766113
4208 3314 3.7205375316039
8984 4208 5.00681386816321
6038 8984 9.17366205051056
653 6038 7.33255400888549
260 653 6.20732022995487
362 260 0.0847091915849418
6701 362 0.355940209917982
3278 6701 0.0117547658934924
2571 3278 7.09665773895143
9494 2571 9.90719096828681
2721 9494 5.34397692607119
5549 2721 6.8609154699045
6300 5549 0.306828931618561
9717 6300 5.98860327076206
9297 9717 7.42270879194255
2702 9297 4.26181322822668
1935 2702 1.91579255762168
5334 1935 6.933130168274
7082 5334 6.3123825426192
9491 7082 9.92822263399955
2883 9491 6.9740258572536
5323 2883 9.02470200212829
3222 5323 9.64377865616743
2077 3222 8.75181206984774
851 2077 8.19317379859047
6740 851 5.85221240618463
3820 6740 3.53657101711921
2307 3820 8.50564689935208
9091 2307 5.15705434797287
8882 9091 0.013564139013873
1951 8882 3.25646961523692
6828 1951 5.50448167524433
4172 6828 8.37539330896835
2721 4172 0.694014919106927
2245 2721 8.88187137721278
9572 2245 0.604226618231785
2808 9572 7.23699038997172
1389 2808 3.22874757954164
388 1389 8.92832235395904
5080 388 2.76867674535804
1435 5080 4.7178462855992
6559 1435 0.636541983513972
3441 6559 6.9591726111452
1844 3441 0.839795151806122
2753 1844 4.56110868203286
2453 2753 2.55087926713966
4793 2453 2.35338329563863
9400 4793 4.11854507505023
5225 9400 8.56952322147141
3901 5225 3.97676210093262
5783 3901 6.60652347550471
256 5783 8.8964684952624
8659 256 2.63740358584375
7401 8659 4.86598778636644
4525 7401 0.8085724762228
7888 4525 1.17391215088031
1445 7888 0.197962984941462
4421 1445 1.63056412892498
1350 4421 8.27222156077429
5059 1350 5.45900497324237
2731 5059 0.87317745912646
4363 2731 3.40341115404865
9382 4363 8.67794692625896
2445 9382 5.76219406919659
5899 2445 0.287179531770114
512 5899 9.10744485738231
8270 512 6.55720411469591
6214 8270 7.68434950558923
8078 6214 4.24050887158007
6077 8078 6.20859230573128
8839 6077 7.45267206066533
4586 8839 9.84215127453961
4095 4586 6.74137474997099
9008 4095 8.40524053013151
6540 9008 9.67455312344729
7635 6540 8.78267494340729
2258 7635 6.75141320363554
3635 2258 7.44607477744037
1955 3635 8.21451357631393
1647 1955 4.00979561835793
3702 1647 2.92724993747175
4394 3702 3.77021481185405
7350 4394 0.0839271506311334
9191 7350 8.77823297543397
6608 9191 9.12550812802312
1905 6608 1.72801108275817
9258 1905 7.1106623574261
8727 9258 7.90676323803648
1557 8727 5.98772841258768
4489 1557 7.76781570031741
8467 4489 3.05873243407692
3061 8467 6.02032710472439
4536 3061 5.53299647415219
8847 4536 4.16349628521086
378 8847 6.82770488878052
4232 378 8.35146575623735
9640 4232 6.35990175730786
2077 9640 6.60941388391901
703 2077 2.44384574045515
3546 703 1.51472019564846
4415 3546 6.79577897530368
3451 4415 1.32403926596876
3737 3451 9.5725516767337
9357 3737 3.51333230055314
6939 9357 2.13001219339379
8462 6939 6.18033504454271
3012 8462 5.36170147770409
1945 3012 0.645789091200406
5264 1945 9.92950939863494
9528 5264 0.82048418685897
7066 9528 9.56813617805299
4377 7066 3.95045484347275
6612 4377 4.35828359129051
7427 6612 2.71449860572769
6254 7427 0.124555565269056
586 6254 9.3597388006209
5872 586 6.40940455799711
5079 5872 9.68669464869063
52 5079 5.57169673656208
7075 52 3.83094936265973
357 7075 2.00641361185024
564 357 4.56097542614994
8168 564 4.11073856215413
2623 8168 4.37918875733157
522 2623 4.04262170956503
9460 522 4.26531304489256
2892 9460 6.42345402759904
1176 2892 8.15834532154309
4415 1176 7.60053948086853
7464 4415 3.9877769384162
4592 7464 0.862710552786474
6692 4592 9.51944364718212
6993 6692 9.8300158302796
3089 6993 6.7909076104635
7061 3089 5.1334965102868
5136 7061 4.3213159702206
4110 5136 7.26248989643285
6737 4110 0.468188233170359
4460 6737 8.16473029069304
8044 4460 2.67676130700988
4997 8044 3.70008927910266
6895 4997 6.36581966623478
7058 6895 9.51468638761614
4128 7058 8.78806196667465
6343 4128 1.24213556908376
6335 6343 9.39495758851248
8632 6335 1.35795109998984
228 8632 0.558930193511848
5711 228 5.49794634108441
1265 5711 4.52402355844551
4448 1265 9.86939857434127
591 4448 2.26566081830054
1959 591 3.58365089478855
4164 1959 2.66765494473017
5081 4164 8.65075603468373
3958 5081 0.728468922429322
5575 3958 0.112065154243233
6686 5575 8.07831179363031
7956 6686 6.73790517268774
1178 7956 9.14469464374729
2392 1178 2.05849926072734
2455 2392 0.0985118243425731
5486 2455 7.68214479578663
2241 5486 3.02876037804491
19 2241 8.12169951925814
839 19 4.44611786881946
5939 839 4.21621795587303
468 5939 9.54946875507101
7509 468 1.99795448389171
1868 7509 3.0820551974568
763 1868 5.09598490624231
3382 763 4.96343289299215
5274 3382 1.8477230919736
9336 5274 7.14928929705163
9993 9336 6.85120135943951
4286 9993 4.81413356020067
4064 4286 0.157970882495881
3817 4064 4.47384779243688
5578 3817 3.38393964366563
5956 5578 8.09930099837754
8951 5956 9.18972845871696
9868 8951 1.68312332819905
1000 9868 0.620768480399967
7987 1000 9.70502228571643
6683 7987 7.2492144802003
1975 6683 1.12364735188518
4376 1975 1.75488523089431
2362 4376 5.06317824421512
2528 2362 0.132193594428323
1953 2528 4.44997786510523
1405 1953 1.00697258419562
7545 1405 7.2095170199405
5775 7545 0.265067843147797
6458 5775 8.00829733393638
3972 6458 0.288629784353169
49 3972 9.20287459017356
1427 49 3.3025282036029
7029 1427 9.95277007503514
3 7029 3.66980661946659
3820 3 4.2117555763404
9312 3820 8.24042104981221
6639 9312 5.40966155886391
241 6639 9.13174652023091
2021 241 1.48269086663571
832 2021 2.46381244404592
6126 832 3.9436751964379
8037 6126 5.72952324063497
2829 8037 8.87549167724483
7861 2829 7.5740612936595
1093 7861 3.0829153009989
8936 1093 6.99333371846937
721 8936 1.6837228060707
7934 721 5.32504053344002
4820 7934 2.723338041022
7880 4820 8.16528783830027
7389 7880 3.05442095787196
4812 7389 5.54747361862145
5632 4812 7.8605053259616
3188 5632 5.69851394456524
1897 3188 3.47928714471845
3728 1897 9.55168173872512
7717 3728 1.28590969114295
8108 7717 2.33797707744746
7986 8108 5.55028529067027
6189 7986 3.17286528738169
2913 6189 3.63709137320537
2723 2913 0.0574850291843987
7550 2723 5.4557822945868
76 7550 3.35937124829076
7183 76 5.50522189250355
1241 7183 6.14493544346747
3199 1241 4.53906792997184
6976 3199 1.00322628247444
9602 6976 5.18078158387308
2322 9602 4.80793530558859
9568 2322 2.64929608576107
149 9568 0.573543426981082
3554 149 6.05741164216649
2945 3554 7.8145022959902
2568 2945 9.98559197695823
3367 2568 4.03723844019556
9549 3367 9.71597437396607
9588 9549 2.88863560487474
8141 9588 5.6682730790261
2960 8141 2.53781995391211
6539 2960 4.27530847187963
3981 6539 7.84812193053003
7215 3981 9.36683466493871
2854 7215 4.35184571732623
3988 2854 2.72311925282562
4530 3988 1.80202050902668
1571 4530 6.97255394880084
5112 1571 1.7539653431017
57 5112 2.62989692671365
8698 57 2.11784914794382
6103 8698 2.52426996494119
6561 6103 2.59529809066908
2194 6561 6.90070908692686
6029 2194 7.32357136177942
6560 6029 6.37909943638544
5447 6560 4.6362223469119
5231 5447 5.03416673901224
6350 5231 1.62706283170142
8273 6350 3.96555201161544
749 8273 1.97348158939679
8608 749 5.73481630898524
2707 8608 6.3158135372959
604 2707 0.36471137352077
763 604 3.26283974230382
8759 763 4.66466319765484
4032 8759 6.94220003296866
3899 4032 3.43585184944896
6902 3899 0.862346960213252
4894 6902 5.62148557237546
8248 4894 2.90474046665626
559 8248 2.23606327626054
3241 559 8.50760499990503
6394 3241 9.49605021263178
2517 6394 7.80332306350292
9536 2517 8.07915999929531
2300 9536 2.6792494653272
7898 2300 2.98729535086292
3709 7898 4.77647692215957
4021 3709 2.73735300915586
2775 4021 9.43419433588947
3758 2775 8.24399857493201
8795 3758 0.921332096361063
5392 8795 2.00986734521489
5509 5392 4.14601231323832
7003 5509 5.35340098364767
1849 7003 8.85199405943812
2586 1849 3.16589001975228
9842 2586 6.33615264666975
9223 9842 1.9117119117433
1591 9223 1.46963577441998
4985 1591 1.61493684162831
3681 4985 5.57652622233594
6831 3681 7.78837166572085
1036 6831 8.09768871738417
8616 1036 5.56592964339938
7097 8616 7.30531582640214
6069 7097 8.63540283696491
8659 6069 6.27809232670959
37 8659 7.40697854078217
1103 37 9.32169761731007
3801 1103 8.69513388353365
8752 3801 3.72963947588918
9595 8752 7.07106697837286
343 9595 0.711487967303874
3668 343 2.02403179703278
7134 3668 9.23703369255836
5950 7134 5.74854044052739
886 5950 5.00455795837514
7486 886 1.37733379597872
7240 7486 9.56935197139561
6694 7240 7.96550283130909
2050 6694 8.47618594278305
9900 2050 5.68862111205728
742 9900 1.9191851535513
5729 742 6.26792765241003
4226 5729 2.67834670330604
275 4226 0.330431060684155
6343 275 7.80880597026115
6630 6343 5.53449423295216
3079 6630 7.52326387338105
9540 3079 9.15645671227335
142 9540 4.92729297330047
2680 142 3.28686239007464
4132 2680 7.54038040228682
1292 4132 3.70283660561991
1056 1292 7.94261669993549
8433 1056 8.2743020242135
782 8433 9.28922997552736
5838 782 2.86549006980319
5205 5838 7.975272545028
4769 5205 2.08029727798003
3063 4769 2.33452042557179
3066 3063 5.87240684601678
3846 3066 3.12512293794956
9210 3846 7.53194801254391
4133 9210 9.676068293107
5023 4133 2.43425282573153
506 5023 9.21068954696157
5952 506 3.28869448042763
6350 5952 6.07505182395915
1925 6350 6.5836068465978
4266 1925 0.710214358717316
5530 4266 6.14509419861815
9070 5530 4.32937781184041
5947 9070 4.90259661249322
7826 5947 6.78638660554245
2368 7826 1.30308315090229
5862 2368 0.224785822077145
5579 5862 5.59065492912222
919 5579 6.23171063814997
9498 919 6.15235657333198
9689 9498 6.62464145647579
9612 9689 2.13857057157352
1950 9612 8.18906796644601
3718 1950 4.9432077017256
785 3718 5.96019844448268
3883 785 4.25196122524195
3285 3883 2.58210481608277
1149 3285 0.144365985111783
3476 1149 8.24443747079403
5786 3476 9.10674906652073
8549 5786 5.33265467341469
2692 8549 1.24907939402174
4962 2692 8.65641777457245
1255 4962 8.0211726746705
3482 1255 8.64748341651424
1257 3482 3.3258885775366
1233 1257 4.72940568042606
6457 1233 7.19332209127142
5442 6457 5.92422275490353
7797 5442 5.70624374799575
2694 7797 8.2248723463066
1711 2694 6.28013696866443
473 1711 4.15643582565796
1141 473 5.85931829727269
4850 1141 0.885781138482749
8333 4850 5.28326087378812
1012 8333 4.1103369185382
